,location,total_sqft,bath,price,BHK,total_price_per_sqft,area_type_Carpet  Area,area_type_Plot  Area,area_type_Super built-up  Area
8472,other,1170.0,2.0,68.0,2.0,5811.965811965812,0.0,0.0,1.0
8473,other,1600.0,2.0,110.0,2.0,6875.0,0.0,1.0,0.0
8475,other,1370.0,2.0,75.0,3.0,5474.4525547445255,0.0,0.0,1.0
8477,other,1980.0,3.0,224.0,3.0,11313.131313131313,0.0,0.0,1.0
8479,other,1700.0,3.0,97.0,3.0,5705.882352941177,0.0,0.0,1.0
8480,other,1900.0,3.0,160.0,3.0,8421.052631578947,0.0,0.0,1.0
8482,other,1100.0,2.0,75.0,2.0,6818.181818181818,0.0,0.0,0.0
8483,other,1929.0,3.0,115.0,3.0,5961.638154484189,0.0,0.0,0.0
8484,other,3161.0,4.0,214.0,4.0,6770.00949066751,0.0,0.0,0.0
8486,other,3515.0,3.0,420.0,3.0,11948.790896159317,0.0,1.0,0.0
8488,other,1100.0,2.0,70.0,2.0,6363.636363636364,0.0,0.0,1.0
8492,other,700.0,1.0,41.0,1.0,5857.142857142857,0.0,0.0,1.0
8497,other,3000.0,3.0,250.0,3.0,8333.333333333334,0.0,1.0,0.0
8498,other,1100.0,2.0,61.0,2.0,5545.454545454545,0.0,0.0,1.0
8499,other,1260.0,1.0,41.0,1.0,3253.968253968254,0.0,1.0,0.0
8500,other,1500.0,1.0,37.5,1.0,2500.0,0.0,1.0,0.0
8501,other,600.0,1.0,17.0,1.0,2833.3333333333335,0.0,0.0,0.0
8503,other,1165.0,2.0,75.0,2.0,6437.768240343347,0.0,0.0,1.0
8504,other,1272.0,4.0,75.0,3.0,5896.226415094339,0.0,1.0,0.0
8506,other,1600.0,5.0,140.0,5.0,8750.0,0.0,1.0,0.0
8508,other,1000.0,2.0,65.0,3.0,6500.0,0.0,0.0,1.0
8510,other,2400.0,4.0,325.0,3.0,13541.666666666666,0.0,1.0,0.0
8512,other,1463.0,1.0,142.0,2.0,9706.083390293916,0.0,0.0,0.0
8514,other,2401.0,3.0,185.0,3.0,7705.12286547272,0.0,0.0,1.0
8515,other,1875.0,2.0,235.0,3.0,12533.333333333334,0.0,0.0,0.0
8517,other,890.0,1.0,75.0,1.0,8426.966292134832,0.0,0.0,0.0
8520,other,2400.0,3.0,290.0,3.0,12083.333333333334,0.0,1.0,0.0
8522,other,1690.0,3.0,100.0,3.0,5917.15976331361,0.0,0.0,1.0
8525,other,1350.0,2.0,90.0,2.0,6666.666666666667,0.0,1.0,0.0
8526,other,1460.0,3.0,88.0,3.0,6027.397260273972,0.0,0.0,1.0
8527,other,1685.0,3.0,95.0,3.0,5637.982195845697,0.0,0.0,1.0
8528,other,800.0,1.0,52.0,1.0,6500.0,0.0,1.0,0.0
8529,other,4000.0,5.0,280.0,4.0,7000.0,0.0,1.0,0.0
8531,other,792.0,2.0,70.0,2.0,8838.38383838384,0.0,1.0,0.0
8534,other,2400.0,5.0,235.0,5.0,9791.666666666666,0.0,1.0,0.0
8537,other,461.82,1.0,31.7,1.0,6864.146204148803,0.0,1.0,0.0
8538,other,1500.0,2.0,85.0,3.0,5666.666666666667,0.0,1.0,0.0
8541,other,1260.0,2.0,75.0,2.0,5952.380952380952,0.0,0.0,1.0
8543,other,12000.0,12.0,525.0,10.0,4375.0,0.0,0.0,1.0
8545,other,2820.0,3.0,285.0,3.0,10106.382978723404,0.0,0.0,0.0
8546,other,1950.0,3.0,130.0,3.0,6666.666666666667,0.0,0.0,0.0
8548,other,1350.0,2.0,140.0,3.0,10370.37037037037,0.0,0.0,1.0
8549,other,4051.0,4.0,345.0,4.0,8516.415699827203,0.0,1.0,0.0
8550,other,2100.0,3.0,170.0,3.0,8095.238095238095,0.0,0.0,1.0
8551,other,1991.0,3.0,160.0,3.0,8036.162732295329,0.0,0.0,0.0
8553,other,1200.0,3.0,66.0,3.0,5500.0,0.0,0.0,0.0
8555,other,3000.0,4.0,342.0,4.0,11400.0,0.0,1.0,0.0
8556,other,2400.0,6.0,245.0,6.0,10208.333333333334,0.0,1.0,0.0
8558,other,1375.0,2.0,105.0,2.0,7636.363636363636,0.0,1.0,0.0
8559,other,1693.0,3.0,108.0,3.0,6379.208505611341,0.0,0.0,1.0
8566,other,1150.0,2.0,77.5,3.0,6739.130434782609,0.0,0.0,1.0
8570,other,1058.0,2.0,60.0,2.0,5671.077504725898,0.0,0.0,1.0
8571,other,900.0,1.0,30.0,1.0,3333.3333333333335,0.0,0.0,0.0
8572,other,1672.0,3.0,150.0,3.0,8971.291866028709,0.0,0.0,1.0
8575,other,1250.0,3.0,139.0,3.0,11120.0,0.0,0.0,0.0
8576,other,1468.0,3.0,130.0,2.0,8855.58583106267,0.0,0.0,1.0
8580,other,1480.0,2.0,145.0,3.0,9797.297297297297,0.0,0.0,0.0
8583,other,2280.0,3.0,285.0,3.0,12500.0,0.0,0.0,1.0
8584,other,2000.0,3.0,200.0,3.0,10000.0,0.0,0.0,1.0
8587,other,1080.0,2.0,75.0,3.0,6944.444444444444,0.0,0.0,1.0
8588,other,2400.0,2.0,150.0,3.0,6250.0,0.0,0.0,1.0
8590,other,1125.0,2.0,75.0,2.0,6666.666666666667,0.0,0.0,1.0
8591,other,1596.0,3.0,95.0,3.0,5952.380952380952,0.0,0.0,0.0
8592,other,1639.0,3.0,123.0,3.0,7504.5759609518,0.0,0.0,0.0
8594,other,1740.0,3.0,199.0,3.0,11436.781609195403,0.0,0.0,1.0
8595,other,1372.0,2.0,90.0,3.0,6559.766763848396,1.0,0.0,0.0
8597,other,6200.0,5.0,720.0,5.0,11612.90322580645,0.0,0.0,1.0
8600,other,925.0,2.0,63.0,2.0,6810.810810810811,0.0,0.0,0.0
8601,other,1200.0,3.0,95.0,4.0,7916.666666666667,0.0,1.0,0.0
8602,other,1200.0,2.0,79.0,2.0,6583.333333333333,0.0,1.0,0.0
8603,other,2500.0,3.0,270.0,3.0,10800.0,0.0,0.0,1.0
8604,other,1584.0,3.0,145.0,4.0,9154.040404040405,0.0,1.0,0.0
8605,other,1570.0,3.0,115.0,3.0,7324.84076433121,0.0,0.0,1.0
8606,other,3000.0,3.0,400.0,3.0,13333.333333333334,0.0,0.0,0.0
8610,other,1750.0,3.0,180.0,3.0,10285.714285714286,0.0,0.0,0.0
8611,other,1500.0,1.0,160.0,2.0,10666.666666666666,0.0,1.0,0.0
8612,other,2100.0,6.0,275.0,6.0,13095.238095238095,0.0,1.0,0.0
8614,other,705.0,1.0,36.5,1.0,5177.304964539007,0.0,0.0,0.0
8615,other,1340.0,3.0,77.0,3.0,5746.268656716418,0.0,0.0,1.0
8619,other,1260.0,1.0,41.0,1.0,3253.968253968254,0.0,1.0,0.0
8620,other,1200.0,2.0,125.0,2.0,10416.666666666666,0.0,1.0,0.0
8621,other,1270.0,2.0,175.0,4.0,13779.527559055117,0.0,0.0,0.0
8622,other,1200.0,3.0,130.0,3.0,10833.333333333334,0.0,1.0,0.0
8623,other,3595.0,6.0,360.0,4.0,10013.908205841446,0.0,0.0,1.0
8625,other,3100.0,5.0,385.0,4.0,12419.354838709678,0.0,0.0,1.0
8627,other,1200.0,4.0,150.0,4.0,12500.0,0.0,1.0,0.0
8628,other,3259.0,3.0,270.0,3.0,8284.749923289353,0.0,1.0,0.0
8631,other,596.0,1.0,42.0,1.0,7046.979865771812,0.0,0.0,0.0
8632,other,10000.0,16.0,550.0,16.0,5500.0,0.0,0.0,1.0
8633,other,1200.0,4.0,110.0,4.0,9166.666666666666,0.0,1.0,0.0
8634,other,1910.0,3.0,190.0,3.0,9947.643979057591,0.0,0.0,1.0
8637,other,1750.0,3.0,149.0,3.0,8514.285714285714,0.0,0.0,0.0
8639,other,985.0,2.0,63.0,2.0,6395.9390862944165,0.0,0.0,1.0
8640,other,1300.0,2.0,129.0,2.0,9923.076923076924,0.0,0.0,1.0
8641,other,1490.0,2.0,88.0,3.0,5906.040268456376,0.0,0.0,1.0
8645,other,650.0,1.0,30.0,1.0,4615.384615384615,0.0,0.0,1.0
8646,other,1500.0,2.0,89.99,3.0,5999.333333333333,0.0,0.0,1.0
8647,other,1350.0,4.0,145.0,4.0,10740.74074074074,0.0,1.0,0.0
8648,other,910.0,1.0,42.0,1.0,4615.384615384615,0.0,0.0,1.0
8651,other,532.0,1.0,22.49,1.0,4227.443609022556,0.0,0.0,0.0
8652,other,1060.0,3.0,62.0,3.0,5849.056603773585,0.0,0.0,1.0
8654,other,1550.0,2.0,160.0,2.0,10322.58064516129,0.0,0.0,1.0
8658,other,1000.0,2.0,80.0,2.0,8000.0,0.0,0.0,0.0
8660,other,1500.0,2.0,97.0,3.0,6466.666666666667,0.0,0.0,0.0
8661,other,1865.0,4.0,140.0,3.0,7506.702412868633,0.0,0.0,1.0
8663,other,3500.0,4.0,245.0,4.0,7000.0,0.0,0.0,0.0
8667,other,1320.0,2.0,73.0,3.0,5530.30303030303,0.0,0.0,1.0
8668,other,2150.0,6.0,205.0,6.0,9534.883720930233,0.0,1.0,0.0
8671,other,675.0,3.0,52.0,2.0,7703.7037037037035,0.0,1.0,0.0
8672,other,1801.0,3.0,139.0,3.0,7717.9344808439755,0.0,0.0,1.0
8674,other,2990.0,4.0,324.0,4.0,10836.120401337792,0.0,0.0,0.0
8675,other,2400.0,2.0,160.0,2.0,6666.666666666667,0.0,1.0,0.0
8677,other,1150.0,2.0,75.0,2.0,6521.739130434783,0.0,0.0,0.0
8678,other,1200.0,3.0,165.0,3.0,13750.0,0.0,1.0,0.0
8685,other,1390.0,2.0,80.0,3.0,5755.395683453237,0.0,0.0,1.0
8686,other,1550.0,2.0,90.0,3.0,5806.451612903225,0.0,0.0,1.0
8689,other,1500.0,4.0,110.0,4.0,7333.333333333333,0.0,1.0,0.0
8691,other,1839.0,3.0,165.0,3.0,8972.26753670473,0.0,0.0,1.0
8693,other,900.0,2.0,70.0,2.0,7777.777777777777,0.0,0.0,1.0
8695,other,1500.0,3.0,149.0,3.0,9933.333333333334,0.0,1.0,0.0
8698,other,750.0,2.0,50.0,1.0,6666.666666666667,0.0,1.0,0.0
8699,other,600.0,3.0,75.0,2.0,12500.0,0.0,0.0,0.0
8700,other,1605.0,2.0,85.0,3.0,5295.95015576324,0.0,0.0,0.0
8703,other,1500.0,1.0,19.5,1.0,1300.0,0.0,0.0,1.0
8705,other,1200.0,2.0,70.0,2.0,5833.333333333333,0.0,1.0,0.0
8706,other,1200.0,2.0,160.0,2.0,13333.333333333334,0.0,1.0,0.0
8707,other,1904.0,3.0,155.0,3.0,8140.756302521008,0.0,0.0,1.0
8708,other,2770.0,4.0,315.0,3.0,11371.841155234657,0.0,0.0,1.0
8709,other,813.0,1.0,39.0,1.0,4797.047970479704,0.0,0.0,0.0
8712,other,1630.0,2.0,97.78,3.0,5998.773006134969,0.0,0.0,1.0
8714,other,2425.0,4.0,173.0,4.0,7134.020618556701,0.0,0.0,0.0
8718,other,1280.0,2.0,75.0,2.0,5859.375,0.0,0.0,0.0
8719,other,735.0,1.0,75.0,1.0,10204.081632653062,0.0,0.0,1.0
8720,other,500.0,1.0,24.0,1.0,4800.0,0.0,0.0,0.0
8722,other,1200.0,4.0,145.0,3.0,12083.333333333334,0.0,1.0,0.0
8723,other,1200.0,2.0,100.0,2.0,8333.333333333334,0.0,1.0,0.0
8724,other,1200.0,3.0,160.0,3.0,13333.333333333334,0.0,1.0,0.0
8725,other,1265.0,2.0,82.0,3.0,6482.213438735178,0.0,0.0,1.0
8728,other,1850.0,3.0,98.0,3.0,5297.2972972972975,0.0,0.0,0.0
8729,other,2360.0,4.0,150.0,4.0,6355.932203389831,0.0,1.0,0.0
8730,other,1030.0,2.0,77.25,2.0,7500.0,0.0,0.0,1.0
8732,other,2000.0,3.0,160.0,3.0,8000.0,0.0,0.0,1.0
8733,other,1575.0,3.0,93.0,3.0,5904.761904761905,0.0,0.0,0.0
8734,other,1300.0,2.0,70.0,3.0,5384.615384615385,0.0,0.0,0.0
8736,other,1380.0,2.0,75.0,2.0,5434.782608695652,0.0,0.0,1.0
8741,other,3100.0,3.0,250.0,3.0,8064.5161290322585,0.0,1.0,0.0
8742,other,1190.0,2.0,100.0,2.0,8403.361344537816,0.0,0.0,0.0
8743,other,1827.0,3.0,100.0,3.0,5473.453749315819,0.0,0.0,1.0
8744,other,1500.0,3.0,95.0,3.0,6333.333333333333,0.0,0.0,1.0
8745,other,1180.0,2.0,63.0,2.0,5338.983050847458,0.0,0.0,1.0
8750,other,1645.0,3.0,95.0,3.0,5775.075987841945,0.0,0.0,1.0
8751,other,1200.0,4.0,140.0,4.0,11666.666666666666,0.0,1.0,0.0
8754,other,1097.0,2.0,65.0,2.0,5925.2506836827715,0.0,0.0,1.0
8755,other,1600.0,3.0,165.0,4.0,10312.5,0.0,0.0,0.0
8757,other,900.0,2.0,110.0,2.0,12222.222222222223,0.0,0.0,0.0
8758,other,1200.0,2.0,125.0,2.0,10416.666666666666,0.0,0.0,0.0
8759,other,1355.0,2.0,75.0,2.0,5535.055350553505,0.0,0.0,1.0
8761,other,7500.0,4.0,900.0,4.0,12000.0,0.0,1.0,0.0
8764,other,4104.0,4.0,360.0,4.0,8771.929824561403,0.0,0.0,1.0
8767,other,2080.0,2.0,150.0,2.0,7211.538461538462,0.0,1.0,0.0
8768,other,1505.0,2.0,90.0,2.0,5980.066445182724,0.0,0.0,1.0
8769,other,1200.0,3.0,95.75,3.0,7979.166666666667,0.0,1.0,0.0
8770,other,1810.0,4.0,148.0,3.0,8176.795580110497,0.0,0.0,1.0
8772,other,1530.0,2.0,97.0,3.0,6339.869281045751,0.0,0.0,1.0
8777,other,1500.0,2.0,130.0,3.0,8666.666666666666,0.0,1.0,0.0
8781,other,1400.0,2.0,80.0,2.0,5714.285714285715,0.0,0.0,1.0
8782,other,1533.0,3.0,150.0,3.0,9784.735812133073,0.0,0.0,1.0
8784,other,3730.0,6.0,450.0,4.0,12064.343163538873,0.0,0.0,1.0
8785,other,745.0,2.0,50.0,2.0,6711.4093959731545,0.0,0.0,1.0
8787,other,1355.0,2.0,95.0,2.0,7011.070110701107,0.0,0.0,1.0
8788,other,833.0,1.0,49.0,1.0,5882.35294117647,0.0,0.0,1.0
8790,other,3000.0,5.0,270.0,4.0,9000.0,0.0,0.0,1.0
8791,other,1220.0,2.0,68.0,2.0,5573.770491803279,0.0,0.0,0.0
8792,other,3811.0,3.0,475.0,4.0,12463.920230910522,0.0,1.0,0.0
8793,other,1545.0,3.0,85.0,3.0,5501.6181229773465,0.0,0.0,1.0
8795,other,1350.0,2.0,110.0,2.0,8148.148148148148,0.0,1.0,0.0
8797,other,1200.0,2.0,68.0,3.0,5666.666666666667,0.0,0.0,1.0
8799,other,2000.0,4.0,180.0,5.0,9000.0,0.0,1.0,0.0
8803,other,1280.0,4.0,115.0,4.0,8984.375,0.0,0.0,0.0
8804,other,1200.0,3.0,85.0,3.0,7083.333333333333,0.0,1.0,0.0
8806,other,1655.0,3.0,155.0,3.0,9365.558912386707,0.0,0.0,1.0
8807,other,1150.0,2.0,74.0,2.0,6434.782608695652,0.0,0.0,1.0
8809,other,1200.0,2.0,108.0,3.0,9000.0,0.0,1.0,0.0
8810,other,1200.0,2.0,75.0,2.0,6250.0,0.0,0.0,1.0
8815,other,1500.0,2.0,203.0,2.0,13533.333333333334,0.0,1.0,0.0
8818,other,4500.0,9.0,500.0,9.0,11111.111111111111,1.0,0.0,0.0
8821,other,1550.0,3.0,160.0,3.0,10322.58064516129,0.0,0.0,0.0
8824,other,1758.0,3.0,95.0,3.0,5403.86803185438,0.0,0.0,0.0
8825,other,3179.0,5.0,351.0,4.0,11041.207927021076,0.0,0.0,1.0
8827,other,1200.0,3.0,85.0,2.0,7083.333333333333,0.0,0.0,0.0
8829,other,1800.0,3.0,140.0,3.0,7777.777777777777,0.0,0.0,0.0
8832,other,3900.0,4.0,333.0,4.0,8538.461538461539,0.0,0.0,0.0
8833,other,2400.0,4.0,200.0,3.0,8333.333333333334,0.0,1.0,0.0
8834,other,1645.0,3.0,87.5,3.0,5319.148936170212,0.0,0.0,1.0
8836,other,2600.0,3.0,140.0,3.0,5384.615384615385,0.0,0.0,1.0
8837,other,950.0,2.0,60.0,2.0,6315.789473684211,0.0,0.0,1.0
8843,other,1900.0,3.0,205.0,3.0,10789.473684210527,0.0,0.0,1.0
8845,other,1402.0,2.0,85.0,3.0,6062.767475035664,0.0,0.0,1.0
8847,other,2100.0,3.0,240.0,3.0,11428.57142857143,0.0,0.0,1.0
8851,other,1200.0,3.0,140.0,3.0,11666.666666666666,0.0,1.0,0.0
8852,other,814.0,2.0,55.0,2.0,6756.756756756757,0.0,0.0,0.0
8855,other,1590.0,3.0,120.0,3.0,7547.169811320755,0.0,0.0,1.0
8856,other,3754.0,6.0,430.0,4.0,11454.448588172616,0.0,0.0,1.0
8859,other,1450.0,2.0,89.6,3.0,6179.310344827586,0.0,0.0,1.0
8861,other,1340.0,2.0,77.0,2.0,5746.268656716418,0.0,0.0,0.0
8864,other,1665.0,3.0,105.0,3.0,6306.306306306306,0.0,0.0,1.0
8866,other,2300.0,4.0,200.0,4.0,8695.652173913044,0.0,1.0,0.0
8867,other,1210.0,2.0,76.0,2.0,6280.99173553719,0.0,0.0,1.0
8872,other,1065.0,2.0,58.0,2.0,5446.0093896713615,0.0,0.0,1.0
8875,other,1636.0,3.0,97.0,3.0,5929.095354523228,0.0,0.0,0.0
8876,other,3600.0,4.0,450.0,4.0,12500.0,0.0,0.0,1.0
8879,other,1200.0,3.0,72.0,3.0,6000.0,0.0,1.0,0.0
8883,other,1000.0,1.0,75.0,2.0,7500.0,0.0,1.0,0.0
8886,other,1170.0,2.0,86.0,2.0,7350.427350427351,0.0,0.0,0.0
8887,other,4830.0,5.0,390.0,4.0,8074.534161490683,0.0,1.0,0.0
8888,other,850.0,2.0,75.0,2.0,8823.529411764706,0.0,0.0,0.0
8892,other,2065.0,3.0,130.0,3.0,6295.399515738499,0.0,0.0,1.0
8893,other,1150.0,2.0,125.0,2.0,10869.565217391304,0.0,0.0,0.0
8896,other,2550.0,4.0,290.0,3.0,11372.549019607843,0.0,0.0,0.0
8897,other,3080.0,2.0,285.0,4.0,9253.246753246753,0.0,0.0,0.0
8899,other,3400.0,6.0,420.0,4.0,12352.941176470587,0.0,0.0,1.0
8900,other,450.0,1.0,25.0,1.0,5555.555555555556,0.0,0.0,1.0
8901,other,1100.0,2.0,85.0,2.0,7727.272727272727,0.0,0.0,1.0
8906,other,1036.0,2.0,110.0,2.0,10617.760617760618,0.0,0.0,1.0
8909,other,1376.0,4.0,156.0,4.0,11337.209302325582,0.0,1.0,0.0
8914,other,1080.0,2.0,62.0,2.0,5740.740740740741,0.0,0.0,1.0
8918,other,1475.0,2.0,200.0,3.0,13559.322033898305,0.0,0.0,0.0
8919,other,1200.0,3.0,96.25,3.0,8020.833333333333,0.0,1.0,0.0
8921,other,2631.0,3.0,200.0,4.0,7601.672367920943,0.0,0.0,1.0
8922,other,830.0,2.0,60.0,2.0,7228.915662650603,0.0,0.0,0.0
8923,other,1500.0,2.0,88.0,2.0,5866.666666666667,0.0,0.0,1.0
8926,other,856.0,2.0,48.0,2.0,5607.476635514019,0.0,0.0,0.0
8927,other,1143.0,2.0,62.0,2.0,5424.321959755031,0.0,0.0,1.0
8929,other,1117.0,2.0,110.0,2.0,9847.806624888093,0.0,0.0,0.0
8930,other,600.0,1.0,43.0,1.0,7166.666666666667,0.0,0.0,1.0
8934,other,1200.0,3.0,70.0,3.0,5833.333333333333,0.0,1.0,0.0
8935,other,2675.0,4.0,290.0,4.0,10841.121495327103,0.0,0.0,0.0
8939,other,1477.0,2.0,80.0,3.0,5416.384563303995,0.0,0.0,0.0
8940,other,3500.0,5.0,450.0,4.0,12857.142857142857,0.0,0.0,1.0
8941,other,1793.0,3.0,98.0,3.0,5465.699944227552,0.0,0.0,1.0
8945,other,1020.0,2.0,62.0,2.0,6078.431372549019,0.0,1.0,0.0
8946,other,3563.0,6.0,310.0,4.0,8700.533258490037,0.0,0.0,1.0
8949,other,3300.0,5.0,318.0,4.0,9636.363636363636,0.0,0.0,1.0
8950,other,1200.0,3.0,165.0,3.0,13750.0,0.0,1.0,0.0
8954,other,1718.0,3.0,223.0,3.0,12980.209545983702,0.0,0.0,1.0
8955,other,1200.0,2.0,75.0,3.0,6250.0,0.0,0.0,1.0
8956,other,985.0,2.0,55.0,2.0,5583.756345177665,0.0,0.0,1.0
8961,other,1030.0,2.0,80.0,2.0,7766.9902912621355,0.0,0.0,0.0
8963,other,1150.0,2.0,69.0,2.0,6000.0,0.0,0.0,0.0
8966,other,1500.0,2.0,90.0,3.0,6000.0,0.0,0.0,1.0
8967,other,900.0,2.0,55.0,2.0,6111.111111111111,0.0,1.0,0.0
8972,other,1750.0,2.0,225.0,4.0,12857.142857142857,0.0,0.0,0.0
8974,other,1100.0,2.0,78.0,2.0,7090.909090909091,0.0,0.0,0.0
8975,other,1180.0,2.0,74.0,2.0,6271.186440677966,0.0,1.0,0.0
8977,other,1540.0,3.0,85.0,3.0,5519.480519480519,0.0,0.0,1.0
8979,other,1800.0,3.0,230.0,3.0,12777.777777777777,0.0,0.0,1.0
8981,other,2000.0,3.0,120.0,3.0,6000.0,0.0,0.0,1.0
8982,other,2000.0,3.0,145.0,3.0,7250.0,0.0,0.0,0.0
8983,other,500.0,1.0,15.0,1.0,3000.0,0.0,0.0,1.0
8989,other,3160.0,4.0,206.0,4.0,6518.987341772152,0.0,0.0,0.0
8990,other,922.0,2.0,70.0,2.0,7592.190889370932,0.0,1.0,0.0
8991,other,850.0,2.0,72.0,2.0,8470.588235294117,0.0,0.0,0.0
8992,other,1200.0,1.0,65.0,2.0,5416.666666666667,0.0,1.0,0.0
8994,other,1233.0,2.0,100.0,2.0,8110.300081103001,0.0,0.0,1.0
9002,other,1936.0,3.0,110.0,3.0,5681.818181818182,0.0,1.0,0.0
9003,other,1652.5,3.0,90.0,3.0,5446.293494704993,0.0,0.0,1.0
9005,other,1500.0,3.0,138.0,3.0,9200.0,0.0,1.0,0.0
9006,other,700.0,2.0,43.0,2.0,6142.857142857143,0.0,0.0,1.0
9007,other,1750.0,3.0,170.0,3.0,9714.285714285714,0.0,0.0,0.0
9008,other,1365.0,3.0,99.0,3.0,7252.747252747253,0.0,1.0,0.0
9011,other,708.0,1.0,55.0,2.0,7768.3615819209035,0.0,0.0,1.0
9012,other,1680.0,3.0,135.0,3.0,8035.714285714285,0.0,0.0,0.0
9013,other,990.0,2.0,58.0,2.0,5858.585858585859,0.0,0.0,1.0
9014,other,1240.0,2.0,100.0,2.0,8064.5161290322585,0.0,0.0,0.0
9015,other,1810.0,3.0,118.0,3.0,6519.3370165745855,0.0,0.0,0.0
9016,other,2005.0,3.0,240.0,3.0,11970.074812967581,0.0,0.0,1.0
9019,other,1000.0,2.0,97.0,2.0,9700.0,0.0,0.0,0.0
9022,other,1430.0,3.0,78.65,3.0,5500.000000000001,0.0,0.0,0.0
9024,other,1200.0,2.0,45.0,1.0,3750.0,0.0,0.0,0.0
9029,other,840.0,1.0,75.0,1.0,8928.57142857143,0.0,0.0,1.0
9030,other,1760.0,2.0,116.0,3.0,6590.909090909091,0.0,0.0,1.0
9031,other,3317.5,5.0,268.5,4.0,8093.443858327054,0.0,0.0,1.0
9032,other,600.0,1.0,52.0,2.0,8666.666666666666,0.0,1.0,0.0
9033,other,1670.0,3.0,160.0,3.0,9580.838323353293,0.0,0.0,1.0
9036,other,1200.0,2.0,75.6,3.0,6299.999999999999,0.0,0.0,1.0
9037,other,2400.0,5.0,285.0,5.0,11875.0,0.0,1.0,0.0
9038,other,2100.0,4.0,150.0,4.0,7142.857142857143,0.0,0.0,1.0
9042,other,1550.0,4.0,120.0,4.0,7741.935483870968,0.0,0.0,0.0
9043,other,905.0,2.0,50.0,2.0,5524.861878453039,0.0,0.0,1.0
9044,other,1495.0,3.0,200.0,3.0,13377.926421404682,0.0,0.0,1.0
9046,other,550.0,1.0,23.0,1.0,4181.818181818182,0.0,0.0,1.0
9049,other,1080.0,2.0,75.0,3.0,6944.444444444444,0.0,0.0,1.0
9051,other,1537.0,3.0,110.0,3.0,7156.79895901106,0.0,0.0,1.0
9052,other,1750.0,3.0,150.0,3.0,8571.42857142857,0.0,0.0,1.0
9053,other,2800.0,7.0,250.0,7.0,8928.57142857143,0.0,0.0,0.0
9055,other,1191.0,2.0,90.0,2.0,7556.675062972292,0.0,0.0,1.0
9058,other,2849.0,5.0,250.0,4.0,8775.008775008775,0.0,0.0,1.0
9063,other,827.0,2.0,45.0,2.0,5441.354292623942,0.0,0.0,1.0
9070,other,1205.0,2.0,70.0,2.0,5809.128630705394,0.0,0.0,1.0
9074,other,2200.0,4.0,160.0,3.0,7272.727272727273,0.0,1.0,0.0
9077,other,1900.0,3.0,155.0,3.0,8157.894736842105,0.0,0.0,1.0
9078,other,1200.0,1.0,95.0,2.0,7916.666666666667,0.0,1.0,0.0
9080,other,1100.0,2.0,61.0,2.0,5545.454545454545,0.0,0.0,1.0
9081,other,1100.0,2.0,110.0,2.0,10000.0,0.0,0.0,1.0
9082,other,1942.0,3.0,155.0,3.0,7981.462409886714,0.0,0.0,0.0
9083,other,1200.0,4.0,80.0,3.0,6666.666666666667,0.0,1.0,0.0
9086,other,1515.0,3.0,90.0,3.0,5940.59405940594,0.0,0.0,1.0
9089,other,1200.0,4.0,95.0,4.0,7916.666666666667,0.0,1.0,0.0
9095,other,1200.0,1.0,69.0,1.0,5750.0,0.0,0.0,0.0
9096,other,1717.0,3.0,99.0,3.0,5765.87070471753,0.0,0.0,1.0
9098,other,1200.0,1.0,48.0,1.0,4000.0,0.0,1.0,0.0
9099,other,1430.0,2.0,78.65,3.0,5500.000000000001,0.0,0.0,0.0
9101,other,1190.0,2.0,70.0,2.0,5882.35294117647,0.0,0.0,1.0
9103,other,2690.0,4.0,185.0,4.0,6877.323420074349,0.0,0.0,1.0
9104,other,1594.0,3.0,99.0,3.0,6210.790464240903,0.0,0.0,1.0
9105,other,1250.0,2.0,68.0,2.0,5440.0,0.0,0.0,1.0
9106,other,1290.0,1.0,77.5,2.0,6007.751937984496,0.0,1.0,0.0
9108,other,1464.0,2.0,145.0,2.0,9904.371584699453,0.0,0.0,1.0
9109,other,1200.0,2.0,75.0,2.0,6250.0,0.0,1.0,0.0
9112,other,1485.0,2.0,156.0,3.0,10505.050505050505,0.0,0.0,1.0
9113,other,2070.0,3.0,135.0,3.0,6521.739130434783,0.0,0.0,1.0
9116,other,800.0,2.0,55.0,2.0,6875.0,0.0,0.0,1.0
9118,other,1480.0,2.0,125.0,3.0,8445.945945945947,0.0,0.0,1.0
9120,other,1500.0,2.0,130.0,2.0,8666.666666666666,0.0,0.0,1.0
9121,other,2010.0,3.0,125.0,3.0,6218.905472636816,0.0,0.0,1.0
9122,other,1504.0,2.0,100.0,3.0,6648.936170212766,0.0,0.0,1.0
9124,other,1602.0,2.0,165.0,3.0,10299.625468164793,0.0,0.0,1.0
9125,other,1200.0,4.0,130.0,4.0,10833.333333333334,0.0,1.0,0.0
9126,other,1800.0,3.0,220.0,3.0,12222.222222222223,0.0,0.0,0.0
9132,other,1862.0,3.0,120.0,3.0,6444.68313641246,0.0,0.0,1.0
9133,other,2700.0,3.0,200.0,3.0,7407.407407407408,0.0,0.0,0.0
9134,other,1677.0,3.0,98.0,3.0,5843.768634466309,0.0,0.0,0.0
9136,other,1490.0,2.0,115.0,3.0,7718.120805369127,0.0,0.0,0.0
9138,other,1740.0,3.0,120.0,3.0,6896.551724137931,0.0,0.0,1.0
9139,other,1020.0,2.0,60.0,2.0,5882.35294117647,0.0,0.0,1.0
9140,other,550.0,1.0,16.0,1.0,2909.090909090909,0.0,0.0,1.0
